cbsa_geoid,cbsa_name,industrial_diversity,economic_complexity_index,economic_complexity_percentile_score,strategic_index,strategic_index_percentile
38060,"Phoenix-Mesa-Chandler, AZ Metro Area",316,2.1723385988141453,96.65,-20.893435803346204,1.84
29420,"Lake Havasu City-Kingman, AZ Metro Area",219,0.26238746112725686,68,-3.599782328041947,72.86
43320,"Show Low, AZ Micro Area",155,-0.03197025850502925,58.27,-7.960105413621373,35.35
46060,"Tucson, AZ Metro Area",214,1.594528603174654,92,-11.40669150125635,8.54
35700,"Nogales, AZ Micro Area",130,-0.0048253576714778305,59.57,-7.756759914449276,37.51
39150,"Prescott Valley-Prescott, AZ Metro Area",232,1.0237731834635377,83.24,-11.438589470152055,8.32
49740,"Yuma, AZ Metro Area",156,-0.16904710343809817,52.65,-5.75632423300216,56
34260,"Mountain Home, AR Micro Area",152,0.13761905580274128,64.32,-9.585616973082931,17.95
22220,"Fayetteville-Springdale-Rogers, AR Metro Area",236,0.6531667982641074,77.73,-1.077947164138637,83.78
25460,"Harrison, AR Micro Area",171,-0.6990795258459395,27.14,-3.1614383061420868,75.46
15780,"Camden, AR Micro Area",89,-0.7927082865255538,22.16,-9.19169635192364,21.41
11660,"Arkadelphia, AR Micro Area",95,-0.6774286250116381,28.11,-9.73925137971314,16.86
38220,"Pine Bluff, AR Micro Area",137,-0.8536152306658452,18.92,-5.845740717538644,55.57
31620,"Magnolia, AR Micro Area",105,-1.0878574787078463,8.65,-9.715771666132945,17.19
27860,"Jonesboro, AR Metro Area",189,-0.6777998726251241,27.89,-0.8108986990474365,84.86
22900,"Fort Smith, AR-OK Metro Area",231,-0.4320887744170933,40.97,6.8806120725632205,96.76
32820,"Memphis, TN-MS-AR Metro Area",270,1.0944825768141482,84.43,1.228194125288765,90.27
30780,"Little Rock-North Little Rock-Conway, AR Metro Area",255,0.18765101231531944,65.19,6.362136399330176,96.54
26300,"Hot Springs, AR Metro Area",220,0.37519094872941194,71.03,-5.585694663937143,58.27
37500,"Paragould, AR Micro Area",134,-0.9415637002571993,15.46,-6.858182458606134,46.59
31680,"Malvern, AR Micro Area",113,-0.9052123042854545,16.76,-9.799940778454019,16.43
12900,"Batesville, AR Micro Area",119,-0.8345509488769767,20,-8.93074068813208,24.43
45500,"Texarkana, TX-AR Metro Area",207,-0.5655686945999326,33.41,3.3031026940809114,92.76
14180,"Blytheville, AR Micro Area",102,-1.2430016622437225,4.65,-7.674620271935008,38.49
40780,"Russellville, AR Micro Area",172,-1.0190998021987754,11.03,-1.0549617925893768,83.89
22620,"Forrest City, AR Micro Area",101,-1.2221047507237548,5.51,-9.82131570817324,16.11
20980,"El Dorado, AR Micro Area",148,-0.9485278310686674,14.59,-5.062018926784578,62.81
42620,"Searcy, AR Micro Area",166,-0.8473683236674642,19.14,-3.248297638375326,75.24
41860,"San Francisco-Oakland-Fremont, CA Metro Area",282,4.130801804784968,100,-44.24676910899498,0.32
23820,"Gardnerville Ranchos, NV-CA Micro Area",187,1.8343266628485237,94.27,-11.007907285404972,9.73
17020,"Chico, CA Metro Area",217,0.5506594139755664,75.35,-5.086599813451757,62.59
18860,"Crescent City, CA Micro Area",97,0.3045847980424205,69.19,-10.99293988308165,9.84
40900,"Sacramento-Roseville-Folsom, CA Metro Area",237,1.8274175786912399,94.16,-11.134513533113118,9.19
23420,"Fresno, CA Metro Area",217,0.2550704101792646,67.68,2.311504302183009,91.68
21700,"Eureka-Arcata, CA Micro Area",181,0.5121462257235169,75.03,-9.150753635840779,22.16
20940,"El Centro, CA Metro Area",122,-0.26240435322410893,48.22,-5.691635220057279,56.97
13860,"Bishop, CA Micro Area",115,0.44103843624512734,73.62,-10.576990858998682,11.03
12540,"Bakersfield-Delano, CA Metro Area",175,-0.2308133940305163,50.05,-0.1914597386089531,87.24
25260,"Hanford-Corcoran, CA Metro Area",88,-0.856431753737424,18.81,-8.013988662608336,34.49
17340,"Clearlake, CA Micro Area",130,0.13554530261643402,64.22,-9.867399626745296,15.89
45000,"Susanville, CA Micro Area",83,-0.3316303121901534,44.97,-10.715530446930261,10.7
31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",352,3.2596487654428463,99.35,-49.20608986037796,0.11
46380,"Ukiah, CA Micro Area",175,0.5916608438421851,76.54,-9.093964729593436,22.49
32900,"Merced, CA Metro Area",139,-0.7356179997030685,25.08,-6.501247201502689,50.05
41500,"Salinas, CA Metro Area",126,1.0780543877368143,84.32,-6.79860851546096,47.03
34900,"Napa, CA Metro Area",149,1.5781366438937867,91.78,-8.612552765993547,28.22
46020,"Truckee-Grass Valley, CA Micro Area",241,1.7495167137746155,93.51,-16.30408330835876,2.59
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",303,1.0262986451708989,83.46,2.780652995315281,92.22
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",162,3.8550229632168582,99.78,-6.312075830948484,51.57
41740,"San Diego-Chula Vista-Carlsbad, CA Metro Area",282,3.299538446830201,99.46,-33.32247287054417,0.76
44700,"Stockton-Lodi, CA Metro Area",226,0.21660049861162942,66.49,3.679754053647415,93.62
42020,"San Luis Obispo-Paso Robles, CA Metro Area",234,1.4855236893073764,90.92,-11.868829132994676,7.46
42200,"Santa Maria-Santa Barbara, CA Metro Area",204,2.6185752282601804,98.38,-12.576835525577737,6.27
42100,"Santa Cruz-Watsonville, CA Metro Area",239,1.9757585046634063,95.14,-14.44174821075439,3.68
39820,"Redding, CA Metro Area",226,0.4957079134038871,74.92,-3.923276098031809,70.38
46700,"Vallejo, CA Metro Area",251,0.986509026066695,82.27,-4.116788831022429,68.86
42220,"Santa Rosa-Petaluma, CA Metro Area",276,1.700262458620534,93.08,-14.52661394519688,3.46
33700,"Modesto, CA Metro Area",238,0.04015017873449194,61.08,5.162547940961013,95.24
49700,"Yuba City, CA Metro Area",158,-0.4773287821038863,38.27,-5.67425082553313,57.3
39780,"Red Bluff, CA Micro Area",125,-0.7651017323687507,23.24,-8.89874039376519,24.65
47300,"Visalia, CA Metro Area",170,-0.2078582846947774,51.35,-2.2515123489498894,79.89
43760,"Sonora, CA Micro Area",157,0.5675786222010468,75.78,-11.058942221024475,9.41
37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",295,2.0058568820760008,95.35,-15.026293136049494,3.24
19740,"Denver-Aurora-Centennial, CO Metro Area",338,2.7446604063105307,98.49,-37.797418649207714,0.54
10480,"Alamosa, CO Micro Area",136,-0.3295793662045819,45.08,-8.340109930778185,31.68
14500,"Boulder, CO Metro Area",251,3.2554907259944534,99.24,-23.997966028150774,1.19
20780,"Edwards, CO Micro Area",154,2.2540041020834893,97.3,-14.12290066358271,3.89
17820,"Colorado Springs, CO Metro Area",211,2.019585089582732,95.68,-14.01212594967757,4
15860,"Cañon City, CO Micro Area",148,0.1903344361606399,65.51,-8.853956970249289,25.19
40090,"Rifle, CO Micro Area",190,1.7840271040161357,93.73,-13.766930851280447,4.43
14720,"Breckenridge, CO Micro Area",142,2.1423292553152162,96.32,-12.600681876399996,6.16
20420,"Durango, CO Micro Area",225,1.1975420587329084,86.92,-9.874940669012874,15.68
22660,"Fort Collins-Loveland, CO Metro Area",247,1.6902522449269002,92.76,-14.315259946287407,3.78
44540,"Sterling, CO Micro Area",116,-1.2011223576651169,6.16,-8.443106903092929,30.92
24300,"Grand Junction, CO Metro Area",259,0.47446339046108726,74.27,-1.048656477418098,84
44460,"Steamboat Springs, CO Micro Area",202,1.3125490206588342,88.54,-11.678777486747597,7.89
33940,"Montrose, CO Micro Area",219,0.1300281606648561,63.68,-1.7407643933190564,81.73
22820,"Fort Morgan, CO Micro Area",109,-1.6141809001854142,0.54,-8.172464140305998,32.86
39380,"Pueblo, CO Metro Area",188,0.03832585165840814,60.97,-6.151030948024965,52.65
24540,"Greeley, CO Metro Area",245,-0.18375137433935834,52,9.725876941234356,98.49
25540,"Hartford-West Hartford-East Hartford, CT Metro Area",251,1.7397392110328913,93.41,-6.882477246682446,46.16
14860,"Bridgeport-Stamford-Danbury, CT Metro Area",275,2.74908035889457,98.59,-24.135459638631406,1.08
47930,"Waterbury-Shelton, CT Metro Area",263,1.2873895129265422,88.22,-3.8040787985896753,71.03
39480,"Putnam, CT Micro Area",211,0.2986658135080824,68.65,-2.3614714586897256,79.24
45860,"Torrington, CT Micro Area",220,1.1415394901584122,85.84,-8.722534002870624,26.49
35300,"New Haven, CT Metro Area",229,1.5072743010573668,91.35,-6.057698606733019,53.73
35980,"Norwich-New London-Willimantic, CT Metro Area",170,1.1957261964253758,86.81,-7.9372409804715796,35.78
20100,"Dover, DE Metro Area",167,0.4906027217109322,74.81,-6.603545724632747,49.08
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",281,2.2854980728347782,97.41,-12.828192174729427,5.51
42580,"Seaford, DE Micro Area",209,0.6920950316917466,78.59,-7.486866300474655,40.76
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",182,4.076346376620148,99.89,-10.869286175378644,10.16
23540,"Gainesville, FL Metro Area",163,0.939099319538028,81.62,-8.970602656655547,23.68
27260,"Jacksonville, FL Metro Area",316,1.8456970751402948,94.38,-14.477615490750996,3.57
37460,"Panama City-Panama City Beach, FL Metro Area",223,1.13043140008244,85.51,-11.739096149862284,7.68
37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",237,1.7521383367110437,93.62,-12.625164647237318,6.05
33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",365,2.888009490497435,98.81,-47.16046321525149,0.22
39460,"Punta Gorda, FL Metro Area",213,0.9945509170726636,82.38,-9.898069118351348,15.46
26140,"Homosassa Springs, FL Metro Area",189,0.612059701644332,76.97,-9.475899201599564,18.92
34940,"Naples-Marco Island, FL Metro Area",234,1.87326776953345,94.7,-15.758398730591015,2.81
29380,"Lake City, FL Micro Area",165,-0.40923341516620176,41.62,-6.082292164952737,53.51
11580,"Arcadia, FL Micro Area",122,-0.4871097721531332,37.84,-7.72634291690168,38.05
37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",225,1.0009828330455701,82.49,-8.130827393678853,33.3
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",261,1.3680388220214972,89.41,-11.457315045088514,8.22
45220,"Tallahassee, FL Metro Area",170,1.6154485796328246,92.22,-7.491162222763836,40.65
17500,"Clewiston, FL Micro Area",139,-0.2743132256894183,47.89,-6.422333672910023,50.38
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",335,2.106360170401423,96,-21.153388437548497,1.73
42700,"Sebring, FL Metro Area",186,-0.0183825396137462,58.7,-5.4380372964123564,59.89
42680,"Sebastian-Vero Beach-West Vero Corridor, FL Metro Area",227,1.3251481991675398,88.76,-11.163215631998515,9.08
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",283,2.4438591737466084,98.05,-23.291830186171488,1.3
15980,"Cape Coral-Fort Myers, FL Metro Area",243,1.464662701108281,90.59,-13.023934638933941,5.08
35840,"North Port-Bradenton-Sarasota, FL Metro Area",270,1.8114302373010633,93.84,-15.376531933945243,3.14
36100,"Ocala, FL Metro Area",258,0.32895886669606095,69.84,2.799349029125794,92.32
38940,"Port St. Lucie, FL Metro Area",273,1.1738368870599183,86.7,-8.547934998252758,29.08
28580,"Key West-Key Largo, FL Micro Area",169,2.190378956121108,96.76,-12.83497364418772,5.41
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",186,1.9889500791477719,95.24,-14.008262619110939,4.11
36380,"Okeechobee, FL Micro Area",141,-0.6698441267484148,28.86,-7.0605564116312,44.76
29460,"Lakeland-Winter Haven, FL Metro Area",261,0.3360604233004717,70.05,5.625371080008108,95.68
37260,"Palatka, FL Micro Area",150,-0.3718057894040613,43.14,-7.6094787374562545,39.14
48680,"Wildwood-The Villages, FL Metro Area",153,0.4057118733881892,72.22,-8.706633292309794,27.24
20060,"Douglas, GA Micro Area",130,-0.9651735907285999,14.16,-6.254107365698028,51.89
33300,"Milledgeville, GA Micro Area",118,-0.2349336492406557,49.84,-9.980453382602997,14.49
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",371,2.1614731036257355,96.43,-21.51513702014835,1.62
22340,"Fitzgerald, GA Micro Area",85,-1.096701159399098,8.32,-8.563436592126813,28.86
31420,"Macon-Bibb County, GA Metro Area",207,0.1276551818918843,63.46,-1.5527036262265894,82.27
15260,"Brunswick-St. Simons, GA Metro Area",189,0.7694842738595318,79.46,-8.724831925424569,26.38
46660,"Valdosta, GA Metro Area",183,-0.5205841472556479,36.65,-1.2153256027722241,83.14
42340,"Savannah, GA Metro Area",225,0.7835164000715911,79.68,-2.6793875379162104,78.05
44340,"Statesboro, GA Micro Area",166,-0.3758993943203283,43.03,-5.390828595054223,60.43
12260,"Augusta-Richmond County, GA-SC Metro Area",195,0.014963043666851543,60.22,-0.2535376223834137,86.59
28680,"Kingsland, GA Micro Area",107,0.20785817246123509,66.05,-9.050579592343487,22.92
16860,"Chattanooga, TN-GA Metro Area",275,0.482630982777018,74.49,6.327239324949427,96.32
44900,"Summerville, GA Micro Area",84,-1.1227965174721435,8,-11.012845055026334,9.62
12020,"Athens-Clarke County, GA Metro Area",168,0.924946628612405,81.51,-7.534713586147627,39.89
34220,"Moultrie, GA Micro Area",123,-1.3390929760027839,2.92,-7.214134638274963,43.46
18380,"Cordele, GA Micro Area",109,-1.2770478635452824,3.57,-9.493180624312263,18.7
12460,"Bainbridge, GA Micro Area",122,-1.3469112609586393,2.7,-7.01787065538295,45.3
10500,"Albany, GA Metro Area",179,-0.3173910622059162,46.27,-2.076709206203868,80.76
40660,"Rome, GA Metro Area",149,-0.29258925993511914,47.03,-5.239423323662729,61.19
15660,"Calhoun, GA Micro Area",109,-0.5479907597647832,34.49,-6.796552400708605,47.46
45620,"Thomasville, GA Micro Area",169,-0.09862528148446581,55.46,-3.012452157234355,76.11
18460,"Cornelia, GA Micro Area",130,-0.7829188582595416,22.7,-8.94798175622815,24
23580,"Gainesville, GA Metro Area",196,0.40534903476839035,72.11,-1.978199561726185,81.3
47580,"Warner Robins, GA Metro Area",118,0.0072677268458931086,60.11,-8.036377223709124,34.05
27600,"Jefferson, GA Micro Area",124,-0.0028463836443065466,59.68,-6.029936133664121,54.49
20140,"Dublin, GA Micro Area",152,-0.8464060714059591,19.24,-5.475814351959678,59.46
25980,"Hinesville, GA Metro Area",66,-0.014590335387302426,59.03,-6.865264068610158,46.49
47080,"Vidalia, GA Micro Area",128,-0.9470989774903799,14.7,-7.611753916332879,39.03
19140,"Dalton, GA Metro Area",144,-0.32551170344049346,45.19,-5.235737220686968,61.3
48180,"Waycross, GA Micro Area",144,-0.9688204746474038,13.95,-6.508120328405656,49.95
16340,"Cedartown, GA Micro Area",121,-0.9246574395636035,15.89,-8.94033053346692,24.22
11140,"Americus, GA Micro Area",133,-0.8411037731010295,19.46,-6.609480385599656,48.97
45740,"Toccoa, GA Micro Area",118,-0.7329484576102863,25.19,-8.838163037763065,25.41
45700,"Tifton, GA Micro Area",148,-0.6738262374575809,28.32,-4.183989649756585,68.32
45580,"Thomaston, GA Micro Area",104,-0.6321461927636621,30.38,-9.737234519232377,16.97
27700,"Jesup, GA Micro Area",118,-0.8894782823159589,17.3,-9.915508547546645,15.03
25900,"Hilo-Kailua, HI Micro Area",202,1.6950285665749685,92.97,-12.6708995423262,5.95
46520,"Urban Honolulu, HI Metro Area",208,2.5430417529491276,98.27,-13.890715620761018,4.22
28180,"Kapaa, HI Micro Area",160,2.0140001080901277,95.57,-10.753445429828751,10.59
27980,"Kahului-Wailuku, HI Metro Area",203,2.2371430359721316,97.19,-16.73112229566025,2.27
14260,"Boise City, ID Metro Area",330,1.2200244229942945,87.24,-1.7767245259161861,81.62
38540,"Pocatello, ID Metro Area",208,0.22319263449540652,66.7,-4.631120938162847,65.62
13940,"Blackfoot, ID Micro Area",154,-0.2828883422532559,47.46,-6.418815817979085,50.49
25200,"Hailey, ID Micro Area",195,1.8210091168584939,94.05,-12.887873284983822,5.19
41760,"Sandpoint, ID Micro Area",225,0.7968705390140722,79.89,-7.283902397801891,42.27
26820,"Idaho Falls, ID Metro Area",245,0.5609695301683034,75.57,-1.365586772898159,82.92
15420,"Burley, ID Micro Area",144,-1.1694599636642757,6.92,-4.305581810723516,67.78
34300,"Mountain Home, ID Micro Area",95,-0.839239420054179,19.78,-10.158510837002517,13.08
30860,"Logan, UT-ID Metro Area",210,0.7234281304474975,79.24,-4.0992071888802535,69.3
39940,"Rexburg, ID Micro Area",144,0.4159546503752422,72.65,-7.675953879178513,38.38
46300,"Twin Falls, ID Metro Area",221,-0.12331286815561507,54.38,2.512188098688482,91.78
17660,"Coeur d'Alene, ID Metro Area",284,1.068882248905316,84,-6.615995065415416,48.86
34140,"Moscow, ID Micro Area",150,0.7115974659219614,78.81,-10.242091487540023,12.76
30300,"Lewiston, ID-WA Metro Area",167,-0.349068235854006,43.89,-6.933258184192511,45.84
14940,"Brigham City, UT-ID Micro Area",142,-0.54484790374587,34.81,-7.07770199671351,44.43
36620,"Ontario, OR-ID Micro Area",155,-0.8110876142885476,21.08,-4.6221448176478495,65.73
27220,"Jackson, WY-ID Micro Area",184,2.3330287357147377,97.51,-15.393981199325436,3.03
39500,"Quincy, IL-MO Micro Area",175,-0.06771436632463457,56.22,-3.264588790855603,74.7
16020,"Cape Girardeau, MO-IL Metro Area",206,-0.05575464941319768,56.76,-0.8019298228851895,84.97
41180,"St. Louis, MO-IL Metro Area",304,1.1073049731968267,84.76,3.180325040511603,92.65
40420,"Rockford, IL Metro Area",226,0.4096087978089541,72.43,0.9698891720481206,89.73
36837,"Ottawa, IL Micro Area",210,-0.49633332120558205,37.62,4.171893584182033,94.27
16580,"Champaign-Urbana, IL Metro Area",159,0.7074282231785428,78.7,-4.120113797384138,68.76
45380,"Taylorville, IL Micro Area",117,-0.8066547205721344,21.3,-8.590893675764656,28.43
16660,"Charleston-Mattoon, IL Micro Area",106,-0.606727469210577,31.24,-9.489965731258948,18.81
16980,"Chicago-Naperville-Elgin, IL-IN Metro Area",399,2.0907432029667454,95.89,-16.789444712444652,2.16
20820,"Effingham, IL Micro Area",153,-0.31541948385283264,46.38,-5.977034449951679,54.92
15900,"Canton, IL Micro Area",118,-1.1083843329571537,8.22,-9.380116456219818,19.89
15460,"Burlington, IA-IL Micro Area",166,-0.5400566214663431,35.24,-4.114439066675208,69.08
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",238,-0.3174627978899719,46.16,8.527581315253592,98.05
16060,"Carbondale, IL Micro Area",119,-0.2613868478559482,48.43,-10.094872115214207,13.51
34500,"Mount Vernon, IL Micro Area",110,-0.9583088008923218,14.27,-9.142615879034077,22.38
28100,"Kankakee, IL Metro Area",174,-0.5245281817651207,36.32,-1.5205820169319135,82.38
23660,"Galesburg, IL Micro Area",119,-0.6555617172491158,29.19,-9.94600315716049,14.81
19940,"Dixon, IL Micro Area",122,-0.4400324877495596,40.54,-8.837548252635312,25.51
38700,"Pontiac, IL Micro Area",114,-1.1759844307826894,6.49,-8.133176782970994,33.08
30660,"Lincoln, IL Micro Area",90,-1.0177433162328835,11.14,-10.061651043847439,13.95
31380,"Macomb, IL Micro Area",90,-1.2394330062370988,4.86,-10.32445670619614,12
14010,"Bloomington, IL Metro Area",129,0.4461389745002077,73.84,-6.122941610605401,52.76
19500,"Decatur, IL Metro Area",156,-0.4320914734737684,40.86,-5.726870069485265,56.22
16460,"Centralia, IL Micro Area",121,-1.1561817682461295,7.14,-8.171148948328494,32.97
37900,"Peoria, IL Metro Area",206,0.24163510540597044,67.24,-0.45173491363084867,86.38
37140,"Paducah, KY-IL Metro Area",194,-0.1539204631695344,53.19,-1.723586246238409,81.95
44100,"Springfield, IL Metro Area",125,1.0178725612387252,83.14,-5.432539427626358,60
27300,"Jacksonville, IL Micro Area",119,-0.724456409431209,25.73,-8.487383269098935,29.84
40300,"Rochelle, IL Micro Area",140,-0.894492134676522,17.08,-5.505178131093374,59.03
23300,"Freeport, IL Micro Area",131,-0.7988382566714849,21.73,-6.909043396813331,46.05
19180,"Danville, IL Micro Area",137,-0.639636398184396,29.73,-6.735913736695896,48.11
44580,"Sterling, IL Micro Area",157,-0.7955757828052287,21.84,-4.116437792329305,68.97
32060,"Marion-Herrin, IL Micro Area",139,-0.47127825264640133,38.59,-7.386988213742142,41.3
19540,"Decatur, IN Micro Area",146,-1.0325835514638544,10.16,-4.410163390864764,67.03
23060,"Fort Wayne, IN Metro Area",275,0.20043408297344398,65.84,10.770610983336624,98.92
18020,"Columbus, IN Metro Area",132,-0.04301874637627935,57.95,-7.237262922323878,42.92
29200,"Lafayette-West Lafayette, IN Metro Area",174,-0.01603912541881479,58.92,-3.570992722957919,73.19
26900,"Indianapolis-Carmel-Greenwood, IN Metro Area",306,1.1640490007741324,86.49,2.079227610254531,91.24
30900,"Logansport, IN Micro Area",117,-0.995585978515257,12,-8.009019697837921,34.7
31140,"Louisville/Jefferson County, KY-IN Metro Area",314,0.720042900551643,79.14,12.533426777413089,99.57
45460,"Terre Haute, IN Metro Area",212,-0.5903045355522583,32.11,5.144595291078107,95.14
23140,"Frankfort, IN Micro Area",108,-1.2777818847685822,3.46,-9.226408894719105,21.08
47780,"Washington, IN Micro Area",134,-1.052492410612926,9.51,-7.340051867672215,41.73
17140,"Cincinnati, OH-KY-IN Metro Area",337,1.0067203487007603,82.81,10.70980375819623,98.81
24700,"Greensburg, IN Micro Area",121,-1.207988339105084,5.84,-7.417465257492967,41.19
12140,"Auburn, IN Micro Area",138,-0.703616016296337,26.7,-6.105996303467663,52.86
34620,"Muncie, IN Metro Area",186,-0.1520819169611139,53.41,-4.092586027458608,69.41
27540,"Jasper, IN Micro Area",129,-0.6102525292895374,31.03,-8.950867298788372,23.89
21140,"Elkhart-Goshen, IN Metro Area",226,-0.05448170947267068,56.97,7.990305371521979,97.84
18220,"Connersville, IN Micro Area",105,-1.0152745656384783,11.35,-10.194408266601194,12.86
31980,"Marion, IN Micro Area",120,-0.9434341588199127,15.24,-9.694005984347276,17.62
35220,"New Castle, IN Micro Area",136,-0.9562735732058205,14.38,-7.6933467676054725,38.27
29020,"Kokomo, IN Metro Area",150,-0.31777197472691204,46.05,-8.75534465829543,26.16
26540,"Huntington, IN Micro Area",144,-0.7675956424091754,22.92,-5.408938760485668,60.22
42980,"Seymour, IN Micro Area",133,-1.2713796225951117,3.78,-6.980847371019688,45.73
31500,"Madison, IN Micro Area",116,-0.7462458095046357,24.43,-10.848285847058959,10.38
47180,"Vincennes, IN Micro Area",114,-1.537243827302287,1.19,-9.24500257063934,20.76
47700,"Warsaw, IN Micro Area",178,-0.3352992561065962,44.54,-2.8210924040737533,77.08
33140,"Michigan City-La Porte, IN Metro Area",202,-0.25256085667836975,48.65,-0.549048309313178,85.62
13260,"Bedford, IN Micro Area",139,-0.9392579642538496,15.68,-8.106794458792839,33.41
38500,"Plymouth, IN Micro Area",165,-0.724165154698373,25.84,-3.6156443151135913,72.76
37940,"Peru, IN Micro Area",122,-1.3762707959650162,2.27,-8.975032158924897,23.57
14020,"Bloomington, IN Metro Area",134,1.1271295277501887,85.41,-8.86487856210086,24.97
18820,"Crawfordsville, IN Micro Area",123,-1.2978743014730534,3.24,-8.446184042248126,30.59
28340,"Kendallville, IN Micro Area",165,-0.4471261241669133,40.11,-2.7189159310106294,77.62
21780,"Evansville, IN Metro Area",249,0.017919123961702577,60.32,6.1888636594858015,96.11
24600,"Greencastle, IN Micro Area",117,-0.9423962412521125,15.35,-8.062512233367265,33.84
43780,"South Bend-Mishawaka, IN-MI Metro Area",238,0.5560276220767791,75.46,0.20697875111064765,88
11420,"Angola, IN Micro Area",152,-0.36827573025093785,43.24,-6.982813280098828,45.62
47340,"Wabash, IN Micro Area",144,-0.6333175181724232,30.27,-6.096657261815947,53.08
39980,"Richmond, IN Micro Area",156,-0.6750756661660121,28.22,-5.474040946367913,59.57
33900,"Monticello, IN Micro Area",121,-1.0894823161753813,8.54,-8.130951535252137,33.19
16300,"Cedar Rapids, IA Metro Area",248,0.30302898192391126,69.08,5.577952807625548,95.57
47940,"Waterloo-Cedar Falls, IA Metro Area",194,-0.35205903290277146,43.78,-0.20726228337056912,87.03
11180,"Ames, IA Metro Area",137,0.058050899195782435,61.51,-6.38266564663117,50.92
44740,"Storm Lake, IA Micro Area",95,-1.385928775922527,2.05,-9.174839306164033,21.73
